FacilityID,Date,FlowConnectivity,FlowCondition,PersistentFlow,SampleDry,FloatDischargeCFS,VolumeDischargeCFS,rain_gage,wet_within_72,GlobalID,QInscfs,MonitoringYear,QInscfsAdj,QInsCFAdj,medianTMcfs,medianRcfs,medianOFPcfs,medianTM,medianOCFS2021cfs,medianDFM2022cfs,medianSWN2022cfs,QDailycfContTMcf,QDailycfContRcf,QDailycfContOFPcf,QDailycfContOCFScf,QDailycfContSWNcf
L01-601-1,2022-06-28,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{6E297702-950B-4ECB-93F7-6D8CE2CE5D00},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-601-1,2022-09-14,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{6E297702-950B-4ECB-93F7-6D8CE2CE5D00},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-618-4,2022-07-13,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{6CAF875E-8955-448F-B3BC-D7F75183DDDE},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-618-4,2022-08-10,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{6CAF875E-8955-448F-B3BC-D7F75183DDDE},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-618-5 (L01S09),2022-08-10,Direct Connection,Flowing,Yes,,0.004101,NA,PALISADES,FALSE,{DB6B9824-56ED-459B-A97E-F9966647E89B},0.004101,MY2021-22,0.0028296899999999997,244.48521599999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-724-1 (L01S01),2022-06-22,Partial - Significant Distance,Flowing,Yes,Yes,0.07102,NA,DANAPOINT,FALSE,{8A859AA8-432F-48A4-B9EF-89E317C329D5},0.07102,MY2021-22,0.04900379999999999,4233.928319999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-724-4 (L01P03),2022-06-22,Direct Connection,Flowing,Yes,Yes,0.092975,NA,PALISADES,FALSE,{1A565B60-44E0-4E2C-84FE-2362549F11C4},0.092975,MY2021-22,0.06415275,5542.7976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-724-4 (L01P03),2022-09-06,Direct Connection,Flowing,Yes,Yes,0.08,NA,PALISADES,FALSE,{1A565B60-44E0-4E2C-84FE-2362549F11C4},0.08,MY2021-22,0.0552,4769.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-726-2,2022-08-29,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{2E54A407-3CB1-4115-BE98-54634E27A6A6},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-726-3,2022-07-13,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{B22F4F14-A3E0-4A9A-9F0F-891910B4EB75},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-726-3,2022-08-29,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{B22F4F14-A3E0-4A9A-9F0F-891910B4EB75},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-726-5,2022-06-22,Direct Connection,Flowing,Yes,Yes,0.0015,NA,DANAPOINT,FALSE,{2B22BC20-4B7A-42C3-8427-8487ACC1F123},0.0015,MY2021-22,0.001035,89.42399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-726-5,2022-08-29,Direct Connection,Flowing,Yes,Yes,NA,0.011,DANAPOINT,FALSE,{2B22BC20-4B7A-42C3-8427-8487ACC1F123},0.011,MY2021-22,0.007589999999999999,655.7759999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-726-6,2022-07-13,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{D64CBB08-F94D-40E2-BF24-D05C3319C2F7},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-726-6,2022-08-29,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{D64CBB08-F94D-40E2-BF24-D05C3319C2F7},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-726-7,2022-07-13,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{18A42986-EA31-4E07-A4F6-D18E1CBDE933},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-726-7,2022-08-29,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{18A42986-EA31-4E07-A4F6-D18E1CBDE933},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-726-8,2022-06-28,Partial - Significant Distance,Flowing,Unknown,,0.005769,NA,DANAPOINT,FALSE,{88ED161A-736E-448B-AF46-40F0E8C2F54E},0.005769,MY2021-22,0.00398061,343.92470399999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-726-9,2022-06-28,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{8940546C-B67E-42D6-9426-7F1E9452BFE1},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-726-9,2022-09-14,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{8940546C-B67E-42D6-9426-7F1E9452BFE1},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-727-1 (L01S04),2022-07-12,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{798A1AA2-7443-4216-9DB2-0FB1B57E4222},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-727-1 (L01S04),2022-08-29,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{798A1AA2-7443-4216-9DB2-0FB1B57E4222},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-727-2,2022-07-12,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{B9983359-9D26-40FE-905C-4936B6ED0548},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-727-2,2022-08-29,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{B9983359-9D26-40FE-905C-4936B6ED0548},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-728-3 (L01S02),2022-08-29,Direct Connection,Flowing,Yes,,NA,0.017,DANAPOINT,FALSE,{2A977DCC-7E53-4D85-94F4-061F90A75327},0.017,MY2021-22,0.011729999999999999,1013.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-728-4,2022-07-12,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{87F2F346-2A95-465B-9529-A030D3DAEC5F},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-728-5 (L01-DP),2022-06-22,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,Yes,NA,0.008,DANAPOINT,FALSE,{239C7351-6675-4B26-B959-1D8B4D6371A5},0.008,MY2021-22,0.00552,476.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-728-6,2022-07-12,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{997F43C3-4A2E-4C65-8310-72694AD8EF59},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-728-6,2022-08-29,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{997F43C3-4A2E-4C65-8310-72694AD8EF59},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-728-7 (L01S03),2022-07-13,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,0.0288,NA,DANAPOINT,FALSE,{9ABFED9B-C141-47FC-9A23-685026E584F9},0.0288,MY2021-22,0.019871999999999997,1716.9407999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-728-7 (L01S03),2022-09-28,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,NA,0.018,DANAPOINT,FALSE,{9ABFED9B-C141-47FC-9A23-685026E584F9},0.018,MY2021-22,0.012419999999999999,1073.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-728-8d,2022-07-12,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{7A1311A3-7766-418C-8495-C9A419F65188},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-728-8d,2022-09-23,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{7A1311A3-7766-418C-8495-C9A419F65188},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-728-9,2022-07-12,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{74BEFDA9-4138-4459-9D5E-A60F88FD79B2},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-728-9,2022-08-29,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{74BEFDA9-4138-4459-9D5E-A60F88FD79B2},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-730-1,2022-07-28,Direct Connection,Flowing,Yes,,0.006,NA,TRABUCO,FALSE,{58435AF7-EDAB-42CB-9CEF-56F94E800788},0.006,MY2021-22,0.00414,357.69599999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-731-1 (L08TBN2),2022-06-27,Undetermined,Flowing,Yes,Yes,0.642857,NA,TRABUCO,FALSE,{3FE0C68B-3BC3-480E-9B51-1965BD8A122E},0.642857,MY2021-22,0.44357133,38324.562911999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-731-1 (L08TBN2),2022-08-25,Undetermined,Flowing,Yes,Yes,1.124197,NA,TRABUCO,FALSE,{3FE0C68B-3BC3-480E-9B51-1965BD8A122E},1.124197,MY2021-22,0.7756959299999998,67020.12835199999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-733-4,2022-08-01,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,TRABUCO,FALSE,{ED00D5DA-856D-4A09-BD27-B31F6E37C9A8},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-733-4,2022-09-19,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,TRABUCO,FALSE,{ED00D5DA-856D-4A09-BD27-B31F6E37C9A8},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-733-5,2022-08-01,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,TRABUCO,FALSE,{9C18A820-40CA-4CA4-B141-8DA9C8401AC6},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-733-5,2022-09-19,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,TRABUCO,FALSE,{9C18A820-40CA-4CA4-B141-8DA9C8401AC6},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-733-7,2022-09-19,Direct Connection,Flowing,Unknown,,0.06,NA,TRABUCO,FALSE,{A7A8FD25-EE3B-48B7-BEA2-B78102735AA7},0.06,MY2021-22,0.04139999999999999,3576.959999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-733-7,2022-09-26,Direct Connection,Flowing,Unknown,,0.0576,NA,TRABUCO,FALSE,{A7A8FD25-EE3B-48B7-BEA2-B78102735AA7},0.0576,MY2021-22,0.039743999999999995,3433.8815999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-747-2,2022-07-28,Undetermined,Flowing,Yes,,0.042951500000000004,0.02,PALISADES,FALSE,{09587147-64CF-499E-B6F3-CA0AB4A5BB40},0.031475750000000004,MY2021-22,0.0217182675,1876.4583119999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-748-1,2022-07-13,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{A91AE436-24A4-4432-8197-13B5F01E53A6},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-748-1,2022-08-10,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{A91AE436-24A4-4432-8197-13B5F01E53A6},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-749-2d,2022-06-22,Undetermined,Flowing,Yes,,0.08,NA,PALISADES,FALSE,{F974B699-BEF5-4874-8BF5-762E5BABC0EC},0.08,MY2021-22,0.0552,4769.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-749-3,2022-07-13,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{F283626A-51CD-43CB-A8FF-746A67B87B2B},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-749-3,2022-08-10,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{F283626A-51CD-43CB-A8FF-746A67B87B2B},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-749-5,2022-08-11,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{AAAA11DA-67C2-4E13-B18E-11AAEBB0B8F5},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-760-1,2022-08-01,Undetermined,Flowing,Yes,,NA,0.004,TRABUCO,FALSE,{304B7146-FAA4-4C9E-85D8-E0AE384F357F},0.004,MY2021-22,0.00276,238.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-760-1,2022-08-24,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,0.00825,NA,TRABUCO,FALSE,{304B7146-FAA4-4C9E-85D8-E0AE384F357F},0.00825,MY2021-22,0.0056925,491.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-760-2,2022-08-24,Undetermined,Flowing,Yes,,0.037688,NA,TRABUCO,FALSE,{2E56C3AD-25AB-4A1C-95D5-7D91A1E793FA},0.037688,MY2021-22,0.02600472,2246.807808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-766-2 (L01S06),2022-07-13,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,NA,0.016,PALISADES,FALSE,{6B1E2EC8-33C0-45FC-B9F2-95DAAD8E87F9},0.016,MY2021-22,0.01104,953.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-766-2 (L01S06),2022-08-10,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,0.450313,0.014,PALISADES,FALSE,{6B1E2EC8-33C0-45FC-B9F2-95DAAD8E87F9},0.23215650000000002,MY2021-22,0.160187985,13840.241904000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-766-3,2022-07-13,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{36C58593-1762-4673-9666-5809B7EDC846},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-766-3,2022-09-28,Direct Connection,Flowing,Unknown,,NA,0.006,PALISADES,FALSE,{36C58593-1762-4673-9666-5809B7EDC846},0.006,MY2021-22,0.00414,357.69599999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-766-4,2022-07-13,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{48ACB168-9928-43C5-AAD8-5119F46F8CD3},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-766-4,2022-08-11,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{48ACB168-9928-43C5-AAD8-5119F46F8CD3},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-766-5,2022-07-13,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{318F725A-895C-4980-B214-CEAEA72603EF},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-766-5,2022-08-10,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{318F725A-895C-4980-B214-CEAEA72603EF},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-766-7,2022-08-10,None - Flow Infiltrates or Outfall is Dry,Flowing,Unknown,,1.31e-4,NA,PALISADES,FALSE,{2A3C4022-F5F9-4E4D-864F-F04AB86095CF},1.31e-4,MY2021-22,9.039000000000001e-5,7.809696000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-766-8,2022-06-28,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{F793BB7D-2AA5-48FA-8294-218E3F3B93B5},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L01-766-8,2022-08-10,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{F793BB7D-2AA5-48FA-8294-218E3F3B93B5},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-166-1 (L02PXX),2022-07-27,Undetermined,Flowing,Yes,,0.05608,NA,TRABUCO,FALSE,{16A76DB0-63C1-4ED7-8125-2F40FB1F2F53},0.05608,MY2021-22,0.03869519999999999,3343.265279999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-166-2 (L02P25),2022-07-27,Undetermined,Flowing,Yes,,0.11167450000000001,0.083,TRABUCO,FALSE,{FF3574C5-E460-4A7F-94BD-7DEF35298977},0.09733725000000001,MY2021-22,0.0671627025,5802.8574960000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-166-2 (L02P25),2022-09-20,Undetermined,Flowing,Yes,,NA,0.03,TRABUCO,FALSE,{FF3574C5-E460-4A7F-94BD-7DEF35298977},0.03,MY2021-22,0.020699999999999996,1788.4799999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-166-3 (L02P26),2022-06-27,Undetermined,Flowing,Yes,Yes,0.016819,0.021,TRABUCO,FALSE,{AED9AC9A-14FC-4E0A-BDF2-5D947063BA3D},0.018909500000000003,MY2021-22,0.013047555,1127.3087520000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-166-3 (L02P26),2022-08-25,Undetermined,Flowing,Yes,Yes,NA,0.026,TRABUCO,FALSE,{AED9AC9A-14FC-4E0A-BDF2-5D947063BA3D},0.026,MY2021-22,0.017939999999999998,1550.0159999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-198-1 (L02P29),2022-09-20,Partial - Significant Distance,Flowing,Yes,,0.012,NA,TRABUCO,FALSE,{B9C33AB1-61DE-417E-AE9D-511CF2D50E19},0.012,MY2021-22,0.00828,715.3919999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-204-1 (L02P45),2022-07-27,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,0.00788,NA,TRABUCO,FALSE,{41CB5673-9B11-493E-B0F9-13C85AD6312E},0.00788,MY2021-22,0.0054372,469.7740799999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-204-1 (L02P45),2022-09-20,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,0.013333,NA,TRABUCO,FALSE,{41CB5673-9B11-493E-B0F9-13C85AD6312E},0.013333,MY2021-22,0.00919977,794.860128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-246-1 (L11P01),2022-06-27,Direct Connection,Flowing,Yes,Yes,0.07875,NA,TRABUCO,FALSE,{47F2CB46-F01F-4454-981E-098E7CCE32F4},0.07875,MY2021-22,0.0543375,4694.759999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-246-1 (L11P01),2022-08-25,Direct Connection,Flowing,Yes,Yes,0.06,NA,TRABUCO,FALSE,{47F2CB46-F01F-4454-981E-098E7CCE32F4},0.06,MY2021-22,0.04139999999999999,3576.959999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-344-1,2022-09-19,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,ELTORO,FALSE,{AE100243-D2E2-4C52-A74B-B024BF8A3C36},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-344-2,2022-09-19,Undetermined,Flowing,Yes,,0.06,NA,ELTORO,FALSE,{E885A8CA-0AA1-47CD-A582-4DCD7E616FC7},0.06,MY2021-22,0.04139999999999999,3576.959999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-359-1 (L02P43),2022-06-17,Undetermined,Flowing,Yes,,0.0045,NA,SULPHURCREEK,FALSE,{5281A820-F1BE-47B1-99ED-ECE4A151A02B},0.0045,MY2021-22,0.0031049999999999997,268.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-366-1 (MVL02P14),2022-06-17,Undetermined,Flowing,Yes,,0.02475,0.016,SULPHURCREEK,FALSE,{34BE191E-FD69-4347-A83F-3FDAA41E39CE},0.020375,MY2021-22,0.01405875,1214.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-366-1 (MVL02P14),2022-09-01,Partial - Significant Distance,Flowing,Yes,,NA,0.009,SULPHURCREEK,FALSE,{34BE191E-FD69-4347-A83F-3FDAA41E39CE},0.009,MY2021-22,0.006209999999999999,536.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-374-1 (L02P50),2022-06-16,Undetermined,Flowing,Yes,Yes,0.190157,NA,SULPHURCREEK,FALSE,{5DF64E4A-01D2-4F6C-919E-DCBB0BDD3E55},0.190157,MY2021-22,0.13120832999999998,11336.399711999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-374-2 (MVL02P20),2022-06-17,Undetermined,Flowing,Yes,,0.01,NA,SULPHURCREEK,FALSE,{B1A00FFE-8CDF-4358-8FDF-A6FA58C9C0BA},0.01,MY2021-22,0.0069,596.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-502-1,2022-08-11,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{80AEE061-5CEE-4A9A-91C8-024626A1725A},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-502-5,2022-07-06,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{3912E472-E933-4D2C-AB01-D62EBFBB52E2},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-502-5,2022-08-11,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,SULPHURCREEK,FALSE,{3912E472-E933-4D2C-AB01-D62EBFBB52E2},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-541-2,2022-06-28,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{80D3DC2F-82C1-41D7-B291-FBE03B0CC399},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-541-2,2022-09-14,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{80D3DC2F-82C1-41D7-B291-FBE03B0CC399},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-541-7,2022-06-28,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{610DC3A7-793E-4344-A914-88E70E636144},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-541-7,2022-09-14,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{610DC3A7-793E-4344-A914-88E70E636144},0,MY2021-22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-541-9 (L02P02),2022-06-22,None - Flow Infiltrates or Outfall is Dry,Flowing,Yes,,0.077,NA,PALISADES,FALSE,{6FE5A355-7E45-4A1E-8A7B-8CD7AB8F0640},0.077,MY2021-22,0.05313,4590.431999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-541-9 (L02P02),2022-08-11,Undetermined,Flowing,Yes,,0.0419875,0.006,PALISADES,FALSE,{6FE5A355-7E45-4A1E-8A7B-8CD7AB8F0640},0.023993749999999998,MY2021-22,0.016555687499999996,1430.4113999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-641-1,2022-06-27,Direct Connection,Flowing,Yes,Yes,0.0468,NA,TRABUCO,FALSE,{7DFD67EB-AD81-432B-9BA4-25696CAD78C5},0.0468,MY2021-22,0.032292,2790.0288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-641-2,2022-06-27,Direct Connection,,Yes,Yes,0.5177499999999999,0.05,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.283875,MY2021-22,0.19587374999999999,16923.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L02-641-2,2022-06-27,Direct Connection,Flowing,Yes,Yes,0.5177499999999999,0.05,TRABUCO,FALSE,{940E7A8B-73AA-47EA-96AA-2A8B9F4D5926},0.283875,MY2021-22,0.19587374999999999,16923.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
